Order_ID,Order_Date,Ship_Date,Ship_Mode,Segment,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit,Unit_Price
ORD-2022-00429,2021-07-25,2021-07-27,Second Class,Corporate,East,Technology,Phones,2767.53,9,0.1,-194.92,341.67
ORD-2022-00430,2021-07-06,2021-07-13,Standard Class,Corporate,East,Office Supplies,Paper,68.34,3,0.1,7.11,25.31
ORD-2022-00431,2021-03-19,2021-03-25,Standard Class,Corporate,East,Technology,Accessories,351.1,7,0.1,34.53,55.73
ORD-2022-00432,2023-06-19,2023-06-20,Same Day,Home Office,East,Office Supplies,Paper,58.27,4,0.3,8.85,20.81
ORD-2022-00433,2021-03-15,2021-03-18,Second Class,Home Office,East,Technology,Phones,750.23,4,0.3,,267.94
ORD-2022-00434,2023-04-11,2023-04-16,Same Day,Home Office,Central,Furniture,Storage,632.19,4,0.2,,197.56
ORD-2022-00435,2022-04-09,2022-04-14,First Class,Corporate,Central,Technology,Accessories,184.32,4,0.1,4.02,51.2
ORD-2022-00436,2021-05-29,2021-06-03,Standard Class,Home Office,South,Furniture,Tables,2966.0,5,0.0,248.94,593.2
ORD-2022-00437,2022-05-14,2022-05-21,Same Day,Corporate,South,Furniture,Bookcases,880.47,6,0.1,-26.18,163.05
ORD-2022-00438,2023-02-23,2023-03-01,Standard Class,Corporate,West,Technology,Monitors,1377.12,4,0.3,270.63,491.83
ORD-2022-00439,2022-05-24,2022-05-27,First Class,Home Office,West,Furniture,Bookcases,293.85,2,0.1,-0.03,163.25
ORD-2022-00440,2022-03-24,2022-03-29,First Class,Corporate,South,Technology,Laptops,4223.9,5,0.0,854.71,844.78
ORD-2022-00441,2022-06-28,2022-06-30,Second Class,Consumer,East,Technology,Monitors,1298.92,4,0.0,-69.04,324.73
ORD-2022-00442,2023-10-06,2023-10-11,Standard Class,Consumer,West,Furniture,Tables,511.98,1,0.2,-10.06,639.97
ORD-2022-00443,2023-10-03,2023-10-05,First Class,Home Office,South,Furniture,Bookcases,2144.97,9,0.0,15.41,238.33
ORD-2022-00444,2023-10-27,2023-10-30,Standard Class,Corporate,South,Technology,Phones,1263.71,7,0.3,11.91,257.9
ORD-2022-00445,2021-01-25,2021-01-31,Standard Class,Home Office,Central,Technology,Monitors,1776.02,4,0.1,506.28,493.34
ORD-2022-00446,2022-05-01,2022-05-04,First Class,Home Office,East,Office Supplies,Pens,83.07,8,0.2,6.54,12.98
ORD-2022-00447,2023-01-18,2023-01-25,First Class,Home Office,South,Furniture,Tables,4203.01,7,0.0,-32.6,600.43
ORD-2022-00448,2022-04-28,2022-05-03,First Class,Home Office,West,Office Supplies,Binders,92.23,7,0.1,27.98,14.64
ORD-2022-00449,2023-05-14,2023-05-18,Second Class,Consumer,South,Office Supplies,Binders,25.45,3,0.3,-1.57,12.12
ORD-2022-00450,2023-03-27,2023-03-28,Standard Class,Home Office,Central,Furniture,Bookcases,554.85,3,0.0,-48.86,184.95
ORD-2022-00451,2022-06-17,2022-06-20,First Class,Home Office,South,Office Supplies,Paper,87.26,6,0.2,14.17,18.18
ORD-2022-00452,2022-02-12,2022-02-17,First Class,Consumer,South,Furniture,Chairs,1842.47,10,0.3,555.88,263.21
ORD-2022-00453,2023-07-05,2023-07-06,Same Day,Home Office,Central,Furniture,Bookcases,1445.3,7,0.2,77.78,258.09
ORD-2022-00454,2021-05-27,2021-05-28,Same Day,Corporate,Central,Technology,Laptops,2580.27,3,0.0,182.84,860.09
ORD-2022-00455,2023-01-14,2023-01-20,Same Day,Corporate,South,Furniture,Bookcases,1846.72,10,0.2,38.1,230.84
ORD-2022-00456,2022-05-31,2022-06-06,Second Class,Home Office,East,Technology,Phones,704.7,2,0.0,59.36,352.35
ORD-2022-00457,2023-12-10,2023-12-17,Same Day,Consumer,West,Technology,Monitors,904.98,2,0.0,87.11,452.49
ORD-2022-00458,2022-08-05,2022-08-09,Second Class,Consumer,Central,Office Supplies,Labels,23.43,3,0.0,7.66,7.81
ORD-2022-00459,2022-07-12,2022-07-17,Same Day,Corporate,Central,Technology,Accessories,503.28,8,0.0,-18.6,62.91
ORD-2022-00460,2022-12-13,2022-12-17,First Class,Home Office,South,Technology,Monitors,4755.87,9,0.0,567.58,528.43
ORD-2022-00461,2021-01-22,2021-01-23,First Class,Consumer,Central,Furniture,Storage,1804.59,9,0.0,469.08,200.51
ORD-2022-00462,2023-06-01,2023-06-08,Standard Class,Corporate,South,Technology,Monitors,1688.2,5,,-151.75,422.05
ORD-2022-00463,2023-03-20,2023-03-22,Same Day,Home Office,South,Furniture,Tables,1009.26,3,0.3,145.07,480.6
ORD-2022-00464,2022-05-06,2022-05-11,Same Day,Consumer,Central,Furniture,Tables,4130.28,10,0.3,66.29,590.04
ORD-2022-00465,2022-01-09,2022-01-11,Standard Class,Consumer,South,Office Supplies,Pens,44.2,5,0.0,12.19,8.84
ORD-2022-00466,2021-11-08,2021-11-09,Standard Class,Corporate,East,Furniture,Storage,1877.4,9,0.0,256.38,208.6
ORD-2022-00467,2022-04-22,2022-04-23,Standard Class,Home Office,South,Furniture,Tables,1354.5,3,0.0,30.53,451.5
ORD-2022-00468,2022-11-08,2022-11-09,Standard Class,Corporate,Central,Furniture,Storage,364.98,3,0.0,113.67,121.66
ORD-2022-00469,2023-02-21,2023-02-28,First Class,Consumer,East,Office Supplies,Labels,6.97,1,0.0,1.11,6.97
ORD-2022-00470,2022-02-12,2022-02-16,Standard Class,Home Office,East,Furniture,Storage,231.46,2,0.2,34.58,144.66
ORD-2022-00471,2023-12-03,2023-12-04,Standard Class,Consumer,Central,Furniture,Bookcases,1071.76,5,0.1,293.0,238.17
ORD-2022-00472,2022-10-27,2022-10-28,Same Day,Consumer,West,Technology,Laptops,2494.41,3,0.0,-237.1,831.47
ORD-2022-00473,2021-11-14,2021-11-17,Same Day,Home Office,West,Technology,Phones,529.28,2,0.0,161.43,264.64
ORD-2022-00474,2021-11-12,2021-11-18,First Class,Consumer,West,Office Supplies,Pens,119.16,9,0.0,20.12,13.24
ORD-2022-00475,2021-02-13,2021-02-19,Second Class,Home Office,South,Office Supplies,Pens,81.2,7,0.0,16.18,11.6
ORD-2022-00476,2023-10-01,2023-10-03,First Class,Home Office,South,Technology,Monitors,3620.9,10,0.0,1127.86,362.09
ORD-2022-00477,2023-07-10,2023-07-13,Second Class,Consumer,East,Furniture,Bookcases,841.0,5,,60.9,210.25
ORD-2022-00478,2022-05-05,2022-05-08,First Class,Consumer,East,Office Supplies,Labels,12.45,2,0.3,-0.98,8.89
ORD-2022-00479,2022-10-23,2022-10-27,First Class,Home Office,East,Technology,Monitors,2159.46,6,0.0,501.24,359.91
ORD-2022-00480,2021-08-08,2021-08-12,Second Class,Consumer,East,Technology,Laptops,3058.84,4,0.0,524.34,764.71
ORD-2022-00481,2022-03-29,2022-04-03,First Class,Consumer,Central,Furniture,Storage,284.16,2,0.0,21.36,142.08
ORD-2022-00482,2023-01-10,2023-01-15,Standard Class,Home Office,South,Furniture,Chairs,1703.1,7,0.0,102.28,243.3
ORD-2022-00483,2022-09-15,2022-09-16,Standard Class,Home Office,West,Office Supplies,Pens,39.39,4,0.2,1.33,12.31
ORD-2022-00484,2022-01-02,2022-01-07,Second Class,Consumer,East,Office Supplies,Labels,73.87,9,0.1,8.44,9.12
ORD-2022-00485,2021-08-02,2021-08-04,Same Day,Home Office,South,Office Supplies,Pens,28.75,3,0.2,9.25,11.98
ORD-2022-00486,2023-02-01,2023-02-05,First Class,Corporate,Central,Technology,Monitors,2429.52,7,0.3,-7.96,495.82
ORD-2022-00487,2023-01-08,2023-01-12,First Class,Home Office,South,Office Supplies,Binders,88.42,8,0.1,,12.28
ORD-2022-00488,2022-09-08,2022-09-10,Standard Class,Corporate,East,Furniture,Chairs,1157.04,4,0.0,,289.26
ORD-2022-00489,2023-08-01,2023-08-04,Standard Class,Consumer,East,Office Supplies,Pens,32.94,3,0.0,5.55,10.98
ORD-2022-00490,2023-03-30,2023-04-04,Standard Class,Corporate,Central,Technology,Laptops,2521.37,4,0.3,622.55,900.49
ORD-2022-00491,2022-09-08,2022-09-09,Standard Class,Home Office,South,Furniture,Tables,3887.82,10,0.1,-257.33,431.98
ORD-2022-00492,2022-04-10,2022-04-16,Standard Class,Corporate,South,Furniture,Bookcases,2473.8,10,0.0,304.21,247.38
ORD-2022-00493,2022-11-01,2022-11-06,Second Class,Corporate,West,Technology,Accessories,242.6,4,0.0,23.21,60.65
ORD-2022-00494,2022-08-17,2022-08-24,Same Day,Consumer,West,Furniture,Storage,995.26,7,0.0,267.32,142.18
ORD-2022-00495,2023-03-28,2023-04-02,Standard Class,Corporate,South,Office Supplies,Paper,125.39,7,0.3,26.66,25.59
ORD-2022-00496,2023-12-10,2023-12-12,Second Class,Corporate,South,Office Supplies,Binders,57.8,4,0.0,9.57,14.45
ORD-2022-00497,2023-05-18,2023-05-21,Same Day,Home Office,West,Office Supplies,Paper,121.98,6,0.0,-7.17,20.33
ORD-2022-00498,2021-10-26,2021-10-30,Same Day,Corporate,East,Technology,Accessories,67.52,1,0.0,-2.59,67.52
ORD-2022-00499,2022-05-13,2022-05-18,Standard Class,Home Office,West,Office Supplies,Paper,82.2,3,0.0,,27.4
ORD-2022-00500,2022-11-11,2022-11-13,Standard Class,Corporate,South,Technology,Accessories,409.95,9,0.0,58.97,45.55
ORD-2022-00501,2023-02-11,2023-02-16,Standard Class,Home Office,East,Furniture,Storage,1787.13,9,0.0,410.15,198.57
ORD-2022-00502,2021-05-17,2021-05-21,Standard Class,Corporate,West,Technology,Accessories,224.7,5,0.3,44.14,64.2
ORD-2022-00503,2022-04-19,2022-04-23,Same Day,Home Office,Central,Technology,Phones,2297.04,9,0.3,648.08,364.61
ORD-2022-00504,2021-02-14,2021-02-15,Same Day,Consumer,East,Office Supplies,Paper,60.8,4,0.2,7.31,19.0
ORD-2022-00505,2022-12-29,2023-01-04,First Class,Corporate,West,Office Supplies,Binders,69.95,5,0.0,24.09,13.99
ORD-2022-00506,2022-07-28,2022-07-30,Standard Class,Corporate,Central,Furniture,Chairs,1024.83,3,0.0,-84.3,341.61
ORD-2022-00507,2021-11-09,2021-11-13,Second Class,Corporate,East,Technology,Monitors,1957.36,5,0.2,619.23,489.34
ORD-2022-00508,2023-12-09,2023-12-11,First Class,Consumer,East,Technology,Laptops,5722.57,7,0.0,890.29,817.51
ORD-2022-00509,2022-01-13,2022-01-16,Standard Class,Home Office,West,Technology,Accessories,141.67,3,0.3,,67.46
ORD-2022-00510,2021-11-08,2021-11-15,First Class,Corporate,Central,Furniture,Storage,731.08,4,0.0,24.72,182.77
ORD-2022-00511,2022-04-18,2022-04-24,Second Class,Home Office,East,Office Supplies,Pens,13.55,1,0.0,4.57,13.55
ORD-2022-00512,2023-10-04,2023-10-08,Same Day,Consumer,Central,Technology,Monitors,1639.86,3,0.0,185.95,546.62
ORD-2022-00513,2022-02-23,2022-02-24,Second Class,Consumer,South,Technology,Accessories,177.82,3,0.1,49.8,65.86
ORD-2022-00514,2021-03-27,2021-04-01,Same Day,Corporate,East,Furniture,Storage,728.73,7,0.3,198.95,148.72
ORD-2022-00515,2021-03-28,2021-03-30,Same Day,Corporate,West,Office Supplies,Paper,118.37,9,0.2,19.92,16.44
ORD-2022-00516,2023-06-20,2023-06-24,First Class,Consumer,West,Office Supplies,Labels,37.5,5,0.0,-1.72,7.5
ORD-2022-00517,2021-07-05,2021-07-11,Same Day,Corporate,East,Office Supplies,Paper,152.28,9,0.0,32.49,16.92
ORD-2022-00518,2023-07-13,2023-07-14,First Class,Corporate,South,Office Supplies,Binders,40.66,3,0.1,9.2,15.06
ORD-2022-00519,2021-12-02,2021-12-08,First Class,Corporate,West,Technology,Monitors,671.38,2,0.0,28.12,335.69
ORD-2022-00520,2023-02-15,2023-02-20,Second Class,Home Office,South,Furniture,Chairs,1966.44,7,0.0,503.07,280.92
ORD-2022-00521,2021-04-16,2021-04-20,Second Class,Consumer,East,Office Supplies,Binders,74.35,5,0.0,13.51,14.87
ORD-2022-00522,2021-01-08,2021-01-13,Second Class,Consumer,West,Furniture,Tables,3328.95,5,0.0,589.68,665.79
ORD-2022-00523,2023-09-02,2023-09-06,Second Class,Consumer,South,Office Supplies,Paper,118.44,7,0.1,-10.54,18.8
ORD-2022-00524,2021-10-31,2021-11-01,Second Class,Consumer,East,Technology,Accessories,396.6,6,0.0,-35.86,66.1
ORD-2022-00525,2021-08-12,2021-08-16,Standard Class,Consumer,Central,Office Supplies,Pens,39.75,3,0.0,5.49,13.25
ORD-2022-00526,2021-03-15,2021-03-16,First Class,Home Office,South,Office Supplies,Binders,102.25,5,0.0,26.53,20.45
ORD-2022-00527,2021-10-03,2021-10-04,Same Day,Corporate,West,Technology,Monitors,2797.5,5,0.0,161.75,559.5
ORD-2022-00528,2023-09-18,2023-09-24,Standard Class,Consumer,West,Office Supplies,Binders,132.3,10,0.3,10.7,18.9
ORD-2022-00529,2023-12-01,2023-12-07,Same Day,Consumer,Central,Furniture,Bookcases,1566.65,8,0.1,285.72,217.59
ORD-2022-00530,2021-02-19,2021-02-23,Standard Class,Consumer,East,Technology,Accessories,92.69,2,0.3,31.78,66.21
ORD-2022-00531,2022-03-11,2022-03-12,First Class,Corporate,West,Furniture,Storage,529.59,4,0.3,46.6,189.14
ORD-2022-00532,2022-11-14,2022-11-17,Standard Class,Consumer,Central,Furniture,Bookcases,1031.74,7,0.3,239.27,210.56
ORD-2022-00533,2023-08-30,2023-09-06,Same Day,Corporate,Central,Technology,Laptops,594.26,1,0.3,-29.88,848.94
ORD-2022-00534,2023-12-04,2023-12-07,Standard Class,Corporate,South,Furniture,Bookcases,1417.85,10,0.3,41.48,202.55
ORD-2022-00535,2021-11-02,2021-11-05,Standard Class,Corporate,Central,Technology,Laptops,880.01,1,0.0,4.51,880.01
ORD-2022-00536,2022-09-24,2022-09-30,Standard Class,Home Office,East,Technology,Monitors,1386.42,6,0.3,-127.49,330.1
ORD-2022-00537,2022-03-19,2022-03-24,First Class,Corporate,Central,Furniture,Tables,3481.6,5,0.0,322.04,696.32
ORD-2022-00538,2023-09-16,2023-09-21,Standard Class,Home Office,South,Technology,Phones,927.54,3,0.0,190.93,309.18
ORD-2022-00539,2023-11-24,2023-11-30,Standard Class,Consumer,Central,Office Supplies,Pens,27.93,3,0.0,9.15,9.31
ORD-2022-00540,2021-06-28,2021-07-01,Standard Class,Corporate,West,Office Supplies,Paper,203.52,8,0.0,-12.16,25.44
ORD-2022-00541,2022-03-06,2022-03-09,First Class,Home Office,West,Office Supplies,Pens,42.04,4,0.0,12.43,10.51
ORD-2022-00542,2022-07-15,2022-07-16,Second Class,Consumer,Central,Furniture,Chairs,273.37,1,0.2,30.16,341.71
ORD-2022-00543,2022-08-04,2022-08-09,Second Class,Corporate,Central,Office Supplies,Pens,46.72,4,0.0,-1.16,11.68
ORD-2022-00544,2023-08-23,2023-08-29,Standard Class,Consumer,West,Furniture,Storage,209.21,1,0.0,0.89,209.21
ORD-2022-00545,2022-10-02,2022-10-05,First Class,Home Office,South,Furniture,Tables,1911.9,4,0.3,367.74,682.82
ORD-2022-00546,2021-07-19,2021-07-23,Same Day,Consumer,East,Technology,Monitors,1630.51,5,0.3,213.12,465.86
ORD-2022-00547,2023-01-15,2023-01-19,First Class,Consumer,East,Furniture,Tables,985.32,3,0.3,-20.26,469.2
ORD-2022-00548,2023-09-01,2023-09-02,Standard Class,Consumer,South,Furniture,Storage,755.14,6,0.1,-12.16,139.84
ORD-2022-00549,2022-10-30,2022-11-04,Standard Class,Corporate,West,Furniture,Tables,1267.76,2,0.0,72.97,633.88
ORD-2022-00550,2023-09-15,2023-09-19,Second Class,Home Office,East,Furniture,Tables,834.7,2,0.0,280.54,417.35
ORD-2022-00551,2021-12-21,2021-12-27,Second Class,Home Office,Central,Furniture,Storage,279.36,2,0.3,88.69,199.54
ORD-2022-00552,2023-07-01,2023-07-03,Standard Class,Corporate,South,Furniture,Chairs,1571.58,5,0.1,-34.18,349.24
ORD-2022-00553,2021-07-05,2021-07-07,Standard Class,Corporate,Central,Office Supplies,Labels,19.92,3,0.2,4.8,8.3
ORD-2022-00554,2023-03-10,2023-03-15,First Class,Corporate,East,Technology,Laptops,9862.65,10,0.1,-303.25,1095.85
ORD-2022-00555,2021-07-02,2021-07-07,First Class,Corporate,Central,Furniture,Bookcases,206.32,1,0.2,0.21,257.9
ORD-2022-00556,2021-01-02,2021-01-08,Standard Class,Corporate,West,Technology,Accessories,420.39,9,0.0,59.54,46.71
ORD-2022-00557,2022-10-14,2022-10-20,Same Day,Home Office,South,Technology,Laptops,6553.2,7,0.1,1055.32,1040.19
ORD-2022-00558,2023-02-27,2023-03-06,Second Class,Consumer,South,Office Supplies,Binders,69.23,6,0.1,20.41,12.82
ORD-2022-00559,2021-02-02,2021-02-04,Standard Class,Consumer,East,Office Supplies,Binders,80.58,8,0.3,-3.36,14.39
ORD-2022-00560,2022-01-04,2022-01-08,Same Day,Corporate,South,Technology,Laptops,9719.35,9,0.1,3207.81,1199.92
ORD-2022-00561,2023-10-18,2023-10-25,Standard Class,Corporate,East,Furniture,Tables,1844.19,4,0.3,487.39,658.64
ORD-2022-00562,2023-01-25,2023-01-26,Same Day,Consumer,West,Office Supplies,Pens,107.37,10,0.1,15.88,11.93
ORD-2022-00563,2023-12-08,2023-12-13,Standard Class,Home Office,South,Office Supplies,Pens,17.04,2,0.0,1.43,8.52
ORD-2022-00564,2022-12-05,2022-12-10,Standard Class,Home Office,Central,Office Supplies,Paper,18.42,1,0.1,0.31,20.47
ORD-2022-00565,2022-08-16,2022-08-18,First Class,Corporate,South,Office Supplies,Pens,8.64,1,0.3,1.06,12.34
ORD-2022-00566,2021-12-13,2021-12-18,Same Day,Home Office,West,Office Supplies,Pens,5.94,1,0.3,-0.01,8.49
ORD-2022-00567,2021-09-17,2021-09-22,Standard Class,Corporate,Central,Office Supplies,Paper,48.4,2,0.0,-3.18,24.2
ORD-2022-00568,2021-12-24,2021-12-29,Standard Class,Home Office,West,Furniture,Bookcases,550.49,3,0.3,67.61,262.14
ORD-2022-00569,2022-12-04,2022-12-05,Standard Class,Consumer,South,Furniture,Tables,1306.03,3,0.2,217.56,544.18
ORD-2022-00570,2021-12-09,2021-12-11,Same Day,Consumer,South,Furniture,Storage,1359.54,10,0.3,76.83,194.22
ORD-2022-00571,2023-03-28,2023-04-01,Same Day,Consumer,West,Furniture,Chairs,1357.65,5,0.1,209.86,301.7
ORD-2022-00572,2023-08-30,2023-09-02,Same Day,Home Office,South,Office Supplies,Binders,34.56,3,,10.21,14.4
ORD-2022-00573,2021-07-19,2021-07-24,Standard Class,Home Office,Central,Furniture,Storage,1035.56,6,0.1,203.28,191.77
ORD-2022-00574,2022-06-07,2022-06-13,Standard Class,Corporate,Central,Furniture,Bookcases,2358.63,10,0.1,684.67,262.07
ORD-2022-00575,2022-10-04,2022-10-09,Second Class,Home Office,Central,Technology,Laptops,771.76,1,0.3,,1102.52
ORD-2022-00576,2022-12-21,2022-12-23,Same Day,Home Office,West,Furniture,Chairs,1523.1,5,0.0,313.86,304.62
ORD-2022-00577,2021-09-03,2021-09-04,Standard Class,Home Office,East,Technology,Phones,3513.5,10,0.0,838.75,351.35
ORD-2022-00578,2022-06-03,2022-06-06,Second Class,Home Office,West,Office Supplies,Binders,75.21,8,0.3,22.29,13.43
ORD-2022-00579,2021-06-01,2021-06-04,Second Class,Corporate,Central,Furniture,Storage,178.62,1,0.1,-15.51,198.47
ORD-2022-00580,2023-10-05,2023-10-07,Standard Class,Corporate,East,Furniture,Bookcases,2331.9,10,0.1,-97.96,259.1
ORD-2022-00581,2023-06-24,2023-06-30,Standard Class,Home Office,East,Technology,Monitors,2002.15,5,0.0,469.66,400.43
ORD-2022-00582,2021-11-01,2021-11-07,Same Day,Consumer,South,Office Supplies,Pens,8.96,1,0.0,2.4,8.96
ORD-2022-00583,2023-11-22,2023-11-28,Standard Class,Home Office,South,Office Supplies,Pens,93.53,8,0.1,12.01,12.99
ORD-2022-00584,2021-09-06,2021-09-11,Same Day,Corporate,West,Technology,Laptops,6511.05,9,0.0,189.91,723.45
ORD-2022-00585,2021-06-14,2021-06-21,First Class,Home Office,Central,Technology,Phones,2808.4,8,0.0,959.16,351.05
ORD-2022-00586,2021-08-07,2021-08-13,Same Day,Corporate,East,Technology,Monitors,2546.86,6,0.1,43.07,471.64
ORD-2022-00587,2021-02-21,2021-02-27,Second Class,Consumer,East,Office Supplies,Binders,177.1,10,0.0,25.32,17.71
ORD-2022-00588,2021-02-03,2021-02-04,Same Day,Home Office,South,Office Supplies,Pens,76.08,6,0.0,-3.95,12.68
ORD-2022-00589,2021-11-02,2021-11-08,Same Day,Home Office,East,Furniture,Chairs,3141.5,10,0.0,451.03,314.15
ORD-2022-00590,2022-05-13,2022-05-19,Standard Class,Corporate,West,Technology,Monitors,1653.36,3,0.0,89.02,551.12
ORD-2022-00591,2021-05-11,2021-05-18,Second Class,Home Office,South,Furniture,Chairs,589.78,2,0.0,188.38,294.89
ORD-2022-00592,2023-04-04,2023-04-07,First Class,Corporate,East,Technology,Phones,361.83,2,0.3,116.42,258.45
ORD-2022-00593,2021-09-05,2021-09-08,Standard Class,Corporate,East,Technology,Phones,982.31,3,0.1,-68.24,363.82
ORD-2022-00594,2021-10-01,2021-10-02,Standard Class,Home Office,East,Technology,Monitors,3530.07,10,,771.95,392.23
ORD-2022-00595,2021-07-02,2021-07-08,Second Class,Consumer,West,Furniture,Chairs,2101.0,10,0.0,340.31,210.1
ORD-2022-00596,2023-12-08,2023-12-12,First Class,Consumer,East,Furniture,Tables,3526.32,7,0.0,632.66,503.76
ORD-2022-00597,2022-09-09,2022-09-12,Standard Class,Home Office,South,Technology,Laptops,5212.9,7,0.0,1523.17,744.7
ORD-2022-00598,2023-08-09,2023-08-16,Second Class,Home Office,Central,Office Supplies,Paper,110.72,4,0.0,37.2,27.68
ORD-2022-00599,2021-03-30,2021-03-31,Second Class,Consumer,South,Technology,Monitors,2999.52,6,0.0,-124.36,499.92
ORD-2022-00600,2021-12-27,2021-12-29,Standard Class,Consumer,West,Office Supplies,Labels,9.04,1,0.1,-0.8,10.04
ORD-2022-00601,2022-10-30,2022-11-01,Second Class,Corporate,Central,Technology,Monitors,650.62,2,0.0,29.68,325.31
ORD-2022-00602,2023-08-23,2023-08-28,Standard Class,Consumer,South,Furniture,Tables,4372.72,8,0.0,1078.68,546.59
ORD-2022-00603,2021-10-07,2021-10-11,First Class,Corporate,East,Office Supplies,Labels,27.1,4,0.3,2.73,9.68
ORD-2022-00604,2022-07-29,2022-07-31,Standard Class,Home Office,West,Furniture,Tables,867.76,2,0.1,302.59,482.09
ORD-2022-00605,2021-12-15,2021-12-20,Second Class,Home Office,Central,Furniture,Tables,4750.65,9,0.0,489.91,527.85
ORD-2022-00606,2021-01-30,2021-02-05,First Class,Corporate,South,Furniture,Tables,2200.54,7,0.3,567.0,449.09
ORD-2022-00607,2023-05-06,2023-05-07,Standard Class,Home Office,East,Furniture,Tables,547.29,1,0.1,-0.36,608.1
ORD-2022-00608,2023-07-16,2023-07-20,Standard Class,Home Office,South,Furniture,Storage,509.64,4,,105.1,127.41
ORD-2022-00609,2022-08-29,2022-08-31,First Class,Consumer,East,Office Supplies,Labels,19.08,2,0.0,0.44,9.54
ORD-2022-00610,2021-10-11,2021-10-18,Same Day,Corporate,West,Office Supplies,Labels,76.72,7,0.0,-2.46,10.96
ORD-2022-00611,2023-12-24,2023-12-25,First Class,Corporate,West,Furniture,Chairs,1191.83,5,0.1,386.9,264.85
ORD-2022-00612,2021-04-23,2021-04-28,First Class,Home Office,West,Office Supplies,Binders,94.68,6,0.0,17.74,15.78
ORD-2022-00613,2021-05-18,2021-05-23,Second Class,Corporate,Central,Office Supplies,Paper,83.08,4,0.0,1.94,20.77
ORD-2022-00614,2022-10-19,2022-10-22,Second Class,Home Office,East,Technology,Monitors,2224.6,5,0.2,187.31,556.15
ORD-2022-00615,2023-10-24,2023-10-29,Same Day,Corporate,Central,Technology,Accessories,120.28,2,0.1,0.42,66.82
ORD-2022-00616,2021-05-15,2021-05-17,First Class,Home Office,South,Office Supplies,Pens,74.24,8,0.0,-6.38,9.28
ORD-2022-00617,2021-08-18,2021-08-24,First Class,Consumer,West,Furniture,Chairs,803.93,3,0.1,52.93,297.75
ORD-2022-00618,2023-08-29,2023-09-01,Second Class,Corporate,Central,Office Supplies,Paper,166.13,7,0.1,18.76,26.37
ORD-2022-00619,2023-04-24,2023-04-29,First Class,Consumer,West,Technology,Phones,1739.93,6,0.3,-28.73,414.27
ORD-2022-00620,2022-09-20,2022-09-22,Second Class,Corporate,South,Office Supplies,Labels,52.85,5,0.0,13.18,10.57
ORD-2022-00621,2021-12-07,2021-12-12,Same Day,Corporate,Central,Technology,Laptops,2386.23,3,0.3,668.51,1136.3
ORD-2022-00622,2021-03-26,2021-03-29,Standard Class,Consumer,East,Technology,Laptops,11309.5,10,0.0,2056.06,1130.95
ORD-2022-00623,2023-02-03,2023-02-07,Second Class,Corporate,Central,Technology,Phones,2372.58,9,0.0,-202.53,263.62
ORD-2022-00624,2022-10-18,2022-10-20,Same Day,Consumer,South,Technology,Monitors,378.7,1,0.3,67.22,541.0
ORD-2022-00625,2023-06-25,2023-06-28,Second Class,Corporate,South,Office Supplies,Pens,17.89,2,0.3,2.09,12.78
ORD-2022-00626,2022-03-28,2022-04-01,Same Day,Consumer,Central,Office Supplies,Paper,104.46,6,0.0,-4.56,17.41
ORD-2022-00627,2021-06-21,2021-06-26,Standard Class,Consumer,Central,Technology,Laptops,6105.18,8,0.3,571.67,1090.21
ORD-2022-00628,2023-11-14,2023-11-15,First Class,Corporate,East,Office Supplies,Labels,39.74,6,0.1,4.82,7.36
ORD-2022-00629,2022-12-08,2022-12-11,First Class,Consumer,Central,Furniture,Storage,566.01,5,0.1,91.63,125.78
ORD-2022-00630,2021-12-02,2021-12-09,First Class,Corporate,South,Office Supplies,Labels,37.68,7,0.3,9.76,7.69
ORD-2022-00631,2023-08-31,2023-09-07,First Class,Consumer,East,Office Supplies,Paper,177.48,9,0.0,18.61,19.72
ORD-2022-00632,2023-04-29,2023-05-01,First Class,Corporate,West,Furniture,Chairs,1634.09,9,0.1,-110.14,201.74
ORD-2022-00633,2023-10-02,2023-10-03,First Class,Corporate,East,Technology,Laptops,3727.8,5,0.2,432.32,931.95
ORD-2022-00634,2022-06-22,2022-06-25,Second Class,Consumer,West,Furniture,Tables,4640.08,8,0.0,144.99,580.01
ORD-2022-00635,2021-02-28,2021-03-01,Second Class,Home Office,South,Furniture,Tables,2738.2,5,0.1,786.01,608.49
ORD-2022-00636,2022-06-13,2022-06-19,Same Day,Home Office,South,Office Supplies,Pens,71.01,8,0.3,-5.84,12.68
ORD-2022-00637,2021-10-27,2021-10-30,Standard Class,Consumer,Central,Office Supplies,Paper,121.91,8,0.3,-6.43,21.77
ORD-2022-00638,2021-04-10,2021-04-13,First Class,Home Office,South,Furniture,Bookcases,756.2,5,0.2,260.13,189.05
ORD-2022-00639,2022-10-23,2022-10-30,Second Class,Home Office,West,Technology,Laptops,3347.19,6,0.3,416.72,796.95
ORD-2022-00640,2021-10-22,2021-10-23,First Class,Home Office,West,Office Supplies,Pens,28.1,3,0.2,6.07,11.71
ORD-2022-00641,2021-11-13,2021-11-18,Second Class,Consumer,East,Furniture,Bookcases,908.64,4,0.0,-86.87,227.16
ORD-2022-00642,2021-08-27,2021-09-03,Standard Class,Corporate,South,Office Supplies,Paper,59.76,3,0.0,7.95,19.92
ORD-2022-00643,2021-12-19,2021-12-25,First Class,Home Office,South,Furniture,Tables,2131.8,5,0.0,123.18,426.36
